Neighbourhood Group Cleansed;Property Type;Room Type;Accommodates;Bathrooms;Bedrooms;Beds;Amenities;Square Feet;Price;Cleaning Fee;Availability 90;Review Scores Rating
Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Gym,Elevator in building,Heating,Family/kid friendly,Suitable for events,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,translation missing: en.hosting_amenity_50;344.0;65.0;50.0;0;91.0
Salamanca;Apartment;Private room;2;1.0;1.0;2.0;Wireless Internet,Kitchen,Heating,Washer,Essentials,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;20.0;;64;87.0
Centro;Apartment;Private room;1;1.0;1.0;1.0;Wireless Internet,Kitchen,Elevator in building,Washer,First aid kit,Hair dryer,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;25.0;5.0;35;80.0
Salamanca;Apartment;Private room;1;2.0;1.0;1.0;TV,Internet,Wireless Internet,Smoking allowed,Elevator in building,Buzzer/wireless intercom,Heating,Essentials;;28.0;;20;76.0
Centro;Apartment;Entire home/apt;3;2.0;2.0;3.0;TV,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Heating,Family/kid friendly,Washer,Dryer,First aid kit,Essentials,Hangers,Hair dryer,Iron;;90.0;30.0;0;96.0
Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;TV,Internet,Wireless Internet,Kitchen,Pets allowed,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;;70.0;50.0;79;
Chamberí;Apartment;Entire home/apt;4;1.0;0.0;1.0;TV,Internet,Wireless Internet,Doorman,Elevator in building,Heating,Washer,Essentials,Laptop friendly workspace;;45.0;30.0;88;
Carabanchel;Apartment;Private room;2;1.0;1.0;1.0;Wireless Internet,Kitchen,Breakfast,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_50;;24.0;;14;96.0
Centro;Condominium;Entire home/apt;3;1.0;0.0;2.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,translation missing: en.hosting_amenity_50;;44.0;10.0;34;94.0
Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Breakfast,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Shampoo;;85.0;;42;96.0
Centro;Apartment;Private room;1;1.0;1.0;1.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Elevator in building,Buzzer/wireless intercom,Heating,Washer;0.0;35.0;;64;92.0
Fuencarral - El Pardo;Apartment;Private room;2;1.0;1.0;2.0;TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Pool,Kitchen,Free parking on premises,Smoking allowed,Pets allowed,Pets live on this property,Elevator in building,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,First aid kit,Essentials;;65.0;25.0;90;
Retiro;Apartment;Entire home/apt;2;1.0;1.0;1.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;50.0;15.0;25;95.0
Centro;Apartment;Shared room;1;1.0;1.0;1.0;Wireless Internet,Kitchen,Family/kid friendly,Washer,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_50;;20.0;;75;100.0
Centro;Apartment;Private room;1;3.0;1.0;1.0;TV,Internet,Wireless Internet,Kitchen,Breakfast,Heating,24-hour check-in;;35.0;;87;91.0
Centro;Apartment;Private room;2;5.0;1.0;2.0;TV,Wireless Internet,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Dryer,Smoke detector,Fire extinguisher,Essentials,Lock on bedroom door,24-hour check-in,Hangers,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;33.0;;10;80.0
Moncloa - Aravaca;Apartment;Private room;2;1.0;1.0;1.0;TV,Wireless Internet,Pool,Kitchen,Pets live on this property,Elevator in building,Indoor fireplace,Heating,Washer,Essentials,Shampoo,Hangers,Hair dryer,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;23.0;20.0;0;100.0
Retiro;Apartment;Private room;2;1.0;0.0;1.0;TV,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Doorman,Breakfast,Elevator in building,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50;;36.0;10.0;75;100.0
Salamanca;Apartment;Entire home/apt;2;2.0;1.0;1.0;TV,Cable TV,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Essentials,Hangers,Iron,Laptop friendly workspace;;70.0;5.0;67;100.0
Centro;Apartment;Entire home/apt;6;1.0;2.0;2.0;TV,Internet,Air conditioning,Elevator in building,Heating,Family/kid friendly,Washer,Safety card,Fire extinguisher,Essentials,Hair dryer,Iron;;120.0;30.0;36;100.0
Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_50;;55.0;30.0;21;99.0
Salamanca;Bed & Breakfast;Private room;1;1.0;1.0;2.0;Internet,Wireless Internet,Breakfast,Heating,Smoke detector,Fire extinguisher,Essentials,24-hour check-in;;40.0;;0;
Centro;Apartment;Entire home/apt;3;1.0;1.0;1.0;TV,Wireless Internet,Air conditioning,Kitchen,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;;48.0;20.0;33;
Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Family/kid friendly,Fire extinguisher,Essentials,Hangers,Hair dryer,Iron;0.0;72.0;20.0;26;97.0
Salamanca;Apartment;Entire home/apt;4;2.0;2.0;3.0;TV,Cable TV,Internet,Wireless Internet,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials;;84.0;;0;
Centro;Apartment;Entire home/apt;4;1.0;0.0;2.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Safety card,Essentials,Lock on bedroom door,Hangers,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_50,Private entrance;;65.0;;29;100.0
Centro;Loft;Entire home/apt;3;1.0;0.0;2.0;TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Elevator in building,Heating,Washer,Fire extinguisher,Essentials,Shampoo;;50.0;15.0;43;79.0
Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Breakfast,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;59.0;19.0;20;97.0
Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;TV,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Iron;;70.0;;57;87.0
Chamberí;Apartment;Private room;2;1.0;1.0;2.0;TV,Cable TV,Internet,Wireless Internet,Wheelchair accessible,Doorman,Pets live on this property,Dog(s),Elevator in building,Heating,Hangers,Iron,Laptop friendly workspace;;55.0;;89;80.0
Centro;Apartment;Entire home/apt;6;1.0;3.0;6.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Elevator in building,Heating,Family/kid friendly,Iron,translation missing: en.hosting_amenity_50;;86.0;15.0;34;82.0
Centro;Apartment;Entire home/apt;5;2.0;2.0;3.0;TV,Cable TV,Internet,Wireless Internet,Kitchen,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Doorman Entry;;98.0;50.0;40;85.0
Usera;Apartment;Private room;2;1.0;1.0;1.0;Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Pets live on this property,Cat(s),Elevator in building,Heating,Family/kid friendly,Washer,First aid kit,Shampoo,Hangers,Hair dryer;;53.0;15.0;84;
Centro;Apartment;Private room;1;2.0;1.0;1.0;TV,Wireless Internet,Kitchen,Heating,Washer,Lock on bedroom door,Hangers,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Private living room;;32.0;30.0;36;
Salamanca;Apartment;Private room;2;2.0;1.0;2.0;TV,Wireless Internet,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials;;19.0;;12;83.0
Chamberí;Apartment;Entire home/apt;2;1.0;1.0;1.0;Wireless Internet,Kitchen,Smoking allowed,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Safety card,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50;;44.0;12.0;0;90.0
Centro;Apartment;Private room;2;1.0;1.0;1.0;TV,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Breakfast,Elevator in building,Heating,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;45.0;15.0;35;100.0
Usera;Apartment;Private room;2;1.0;1.0;1.0;Internet,Wireless Internet,Kitchen,Free parking on premises,Smoking allowed,Elevator in building,Buzzer/wireless intercom,Heating,First aid kit,Fire extinguisher,Essentials,Shampoo,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;16.0;;61;90.0
Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Essentials,Hangers,Hair dryer,Iron;;75.0;30.0;37;95.0
Centro;Apartment;Entire home/apt;4;1.0;1.0;1.0;Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Washer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Keypad;;50.0;45.0;37;93.0
Carabanchel;Apartment;Private room;1;1.0;1.0;1.0;Wireless Internet,Pool,Kitchen,Free parking on premises,Smoking allowed,Breakfast,Elevator in building,Heating,Family/kid friendly,Washer,First aid kit,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace;;25.0;10.0;68;40.0
Tetuán;Apartment;Entire home/apt;5;1.0;3.0;3.0;TV,Air conditioning,Kitchen,Smoking allowed,Heating,Family/kid friendly,Washer,Essentials,Shampoo;;60.0;30.0;0;72.0
Centro;Apartment;Private room;2;1.5;2.0;1.0;TV,Wireless Internet,Kitchen,Smoking allowed,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_50,Private living room;;40.0;;86;100.0
Chamberí;Apartment;Entire home/apt;2;1.0;0.0;1.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Washer,Essentials,24-hour check-in,Hangers,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Self Check-In,Smartlock;;44.0;15.0;32;97.0
Usera;House;Private room;2;;1.0;;;;35.0;;90;77.0
Centro;Apartment;Entire home/apt;6;2.0;2.0;3.0;Kitchen,Heating,Family/kid friendly,Washer,Fire extinguisher,Essentials,Shampoo,Hangers;;100.0;30.0;30;88.0
Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;50.0;40.0;68;80.0
Chamberí;Apartment;Entire home/apt;2;1.0;1.0;1.0;TV,Internet,Wireless Internet,Kitchen,Washer,Hair dryer,Iron;;45.0;;51;92.0
Arganzuela;House;Entire home/apt;3;1.0;1.0;1.0;TV,Wireless Internet,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;60.0;24.0;49;97.0
Salamanca;Apartment;Private room;2;1.0;1.0;2.0;TV,Internet,Wireless Internet,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace;;21.0;;35;80.0
Centro;Apartment;Private room;3;1.5;1.0;2.0;Internet,Wireless Internet,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Shampoo;;40.0;10.0;54;80.0
Centro;Apartment;Shared room;2;1.0;1.0;1.0;TV,Wireless Internet,Air conditioning,Kitchen,Heating,Washer,First aid kit,Essentials,Shampoo,Hair dryer,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;28.0;;86;
Carabanchel;House;Entire home/apt;2;1.0;1.0;1.0;Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Breakfast,Elevator in building,Indoor fireplace,Heating,Family/kid friendly,Suitable for events,Washer,Essentials,Shampoo,Hangers,Iron,Laptop friendly workspace;;50.0;;0;
Retiro;Apartment;Private room;1;1.0;1.0;1.0;TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Smoking allowed,Pets allowed,Doorman,Pets live on this property,Cat(s),Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Lock on bedroom door,24-hour check-in,Hangers,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50;;20.0;;0;
Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;65.0;20.0;0;95.0
Centro;Apartment;Entire home/apt;7;3.0;4.0;7.0;TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50;;229.0;30.0;37;96.0
Centro;Apartment;Private room;1;1.0;1.0;1.0;TV,Wireless Internet,Kitchen,Elevator in building,Washer,Essentials,Shampoo,Hangers,translation missing: en.hosting_amenity_49;;16.0;;1;
Chamberí;House;Private room;2;1.0;1.0;2.0;TV,Cable TV,Internet,Wireless Internet,Kitchen,Doorman,Breakfast,Elevator in building,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace;;23.0;;74;93.0
Latina;Condominium;Private room;2;1.0;1.0;1.0;TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Pets live on this property,Cat(s),Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Essentials,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Private living room;;28.0;;77;100.0
Chamberí;Dorm;Private room;2;2.0;1.0;2.0;TV,Cable TV,Wireless Internet,Air conditioning,Smoking allowed,Pets allowed,Doorman,Breakfast,Elevator in building,Hot tub,Buzzer/wireless intercom,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo;;45.0;;90;88.0
Centro;Apartment;Entire home/apt;3;1.0;1.0;2.0;TV,Internet,Wireless Internet,Kitchen,Pets allowed,Breakfast,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50;;69.0;45.0;18;
Chamberí;Apartment;Private room;9;2.0;6.0;9.0;TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Suitable for events,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,Private living room,Private entrance;;23.0;20.0;90;77.0
Chamberí;Apartment;Private room;2;1.0;1.0;1.0;TV,Wireless Internet,Kitchen,Heating,Washer,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;;35.0;;65;99.0
Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;TV,Wireless Internet,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_50;;45.0;;0;91.0
Centro;Apartment;Private room;2;1.0;1.0;1.0;Internet,Wireless Internet,Kitchen,Elevator in building,Buzzer/wireless intercom,Washer,Essentials,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;30.0;10.0;10;67.0
Centro;Apartment;Entire home/apt;4;1.0;0.0;3.0;TV,Internet,Wireless Internet,Kitchen,Heating,Family/kid friendly,Essentials,translation missing: en.hosting_amenity_50;;58.0;;0;90.0
Puente de Vallecas;Apartment;Private room;1;1.0;1.0;1.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Washer,First aid kit,Essentials,Hangers,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;27.0;;90;
Arganzuela;Apartment;Entire home/apt;4;1.0;1.0;2.0;TV,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Buzzer/wireless intercom,Heating,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Iron,Laptop friendly workspace;;45.0;10.0;0;85.0
Centro;Apartment;Private room;2;1.0;1.0;1.0;Internet,Wireless Internet,Kitchen,Smoking allowed,Pets live on this property,Cat(s),Buzzer/wireless intercom,Heating,Family/kid friendly,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_50;;36.0;15.0;14;96.0
Centro;House;Private room;1;1.0;1.0;1.0;TV,Wireless Internet,Kitchen,Heating,Essentials,Shampoo,Hangers,Laptop friendly workspace,translation missing: en.hosting_amenity_49,Private living room;;20.0;;28;
Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;TV,Internet,Wireless Internet,Kitchen,Breakfast,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;65.0;15.0;60;94.0
Centro;House;Entire home/apt;4;1.0;1.0;2.0;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;99.0;30.0;66;93.0
Moncloa - Aravaca;Apartment;Private room;2;1.0;1.0;2.0;Wireless Internet,Heating,Fire extinguisher,Lock on bedroom door,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;22.0;;87;80.0
Centro;Apartment;Entire home/apt;2;1.0;1.0;2.0;TV,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Shampoo,translation missing: en.hosting_amenity_50;;75.0;;19;
Salamanca;Apartment;Entire home/apt;4;1.0;2.0;2.0;TV,Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Elevator in building,Heating,Family/kid friendly,Washer,First aid kit,Safety card,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace;;80.0;;71;
